tj,pers
ҷонфизо,جان‌فزا
ҷонхарош,جان‌خراش
ҷоншикор,جان‌شکار
ҷоншикоф,جان‌شکاف
ҷоншумурӣ,جان‌شمری
ҷопонӣ,جا‌پانی
ҷорзан,جا‌رزن
ҷоригардида,جاری‌گردیده
ҷорикунанда,جاری‌کننده
ҷоришавандагӣ,جاری‌شوندگی
ҷоришавӣ,جاری‌شوی
ҷория,جاری‌ه
ҷорӯбалаф,جاروب‌علف
ҷорӯббанд,جارو‌ببند
ҷорӯббутта,جاروب‌بته
ҷорӯбдум,جارو‌بدم
ҷорӯбзан,جارو‌بزن
ҷорӯбӣ,جا‌روبی
ҷорӯбкаш,جارو‌بکش
ҷорӯбкашӣ,جارو‌بکشی
ҷорӯбмонанд,جارو‌بمانند
ҷорӯбриш,جارو‌بریش
ҷофирой,جاف‌یرای
ҷоҳдӯст,جاه‌دوست
ҷоҳпараст,جاه‌پرست
ҷоҳпарастӣ,جاه‌پرستی
ҷоҳпарастона,جاه‌پرستانه
ҷоҳталаб,جاه‌طلب
ҷоҳталабӣ,جاه‌طلبی
ҷоҳталабона,جاه‌طلبانه
ҷуббахона,جبه‌خانه
ҷубронпазир,جبران‌پذیر
ҷубронпулӣ,جبران‌پولی
ҷувозкаш,جواز‌کش
ҷувозкашӣ,جواز‌کشی
ҷувозкунда,جواز‌کننده
ҷувозрон,جو‌ازران
ҷувозтарош,جواز‌تراش
ҷувозтарошӣ,جواز‌تراشی
ҷувозхона,جو‌ازخانه
ҷуволгӯша,جوال‌گوشه
ҷуволдӯзӣ,جوال‌دوزی
ҷуволча,جو‌الچه
ҷувонбоз,جوان‌باز
ҷувонимарг,جوان‌مرگ
ҷувонимаргбоб,جوانمرگ‌باب
ҷувонмарг,جوان‌مرگ
ҷуворизор,جواری‌زار
ҷуворикор,جواری‌کار
ҷуворикорӣ,جوار‌یکاری
ҷуворипоя,جواری‌پایه
ҷувориш,جو‌ارش
ҷудогашта,جدا‌گشته
ҷудогӣ,جدا‌گی
ҷудогонагӣ,جدا‌گانگی
ҷудоиандозӣ,جدائی‌اندازی
ҷудокунак,جدا‌کنک
ҷудонашаванда,جدا‌نشونده
ҷудошаванда,جدا‌شونده
ҷузвадон,جز‌وهدان
ҷузғун,جز‌غون
ҷузъан,جزئ‌ا
ҷузъбанд,جزئ‌بند
ҷузъбандӣ,جزئ‌بندی
ҷузъиётбаёнӣ,جزئیات‌بیانی
ҷулбон,ج‌لبان
ҷулғундӣ,جل‌غندی
ҷулду,جلد‌و
ҷулдурпӯш,جل‌درپوش
ҷумлабандӣ,جمله‌بندی
ҷумлапардоз,جمله‌پرداز
ҷумласозӣ,جمله‌سازی
ҷумҳурихоҳ,جمهوری‌خواه
ҷумҳуриявӣ,جمهوری‌وی
ҷумҷумамоҳӣ,جمجمه‌ماهی
ҷумъабозор,جمعه‌بازار
ҷумъахонӣ,جمعه‌خوانی
ҷунбониш,جنب‌انش
ҷунбуҷӯл,جنبو‌جول
ҷунундор,جنون‌دار
ҷунункада,جنون‌کده
ҷунунмизоҷ,جنون‌مزاج
ҷунуновар,جنون‌آور
ҷурмона,ج‌رمانه
ҷурмшинос,جرم‌شناس
ҷуръадон,جرعه‌دان
ҷуръакаш,جرعه‌کش
ҷуръанӯш,جرعه‌نوش
ҷуръарез,جرعه‌ریز
ҷуръатнок,جرئت‌ناک
ҷуръатталаб,جرئت‌طلب
ҷустуҷӯй,ی‌جستجو
ҷустуҷӯкунанда,جستجو‌کننده
ҷуфтакзанон,جفتک‌زنان
ҷуфтангушт,جفت‌انگشت
ҷуфтбанд,جفت‌بند
ҷуфтбошӣ,جفت‌باشی
ҷуфтгар,جفت‌گر
ҷуфтгарӣ,جفت‌گری
ҷуфтранда,جفت‌رنده
ҷуфтрон,جف‌تران
ҷуфтронӣ,جف‌ترانی
ҷуфтсум,جفت‌سم
ҷуфтсумон,جفت‌سمان
ҷӯбор,جو‌بار
ҷӯйборканӣ,جویبار‌کنی
ҷӯйкан,جو‌یکن
ҷӯйканӣ,جوی‌کنی
ҷӯйков,جوی‌کاو
ҷӯйковӣ,جوی‌کاوی
ҷӯйча,جوی‌چه
ҷӯлида,ج‌ولیده
ҷӯлидан,جو‌لیدن
ҷӯрабоз,جوره‌باز
ҷӯрабозӣ,جوره‌بازی
ҷӯрагӣ,جو‌رگی
ҷӯрақандӣ,جوره‌قندی
ҷӯркунанда,جوره‌کننده
ҷӯрхонӣ,جور‌خوانی
ҷӯршаванда,جور‌شونده
ҷӯҷабарорӣ,جوجه‌براری
ҷӯшзанон,جوش‌زنان
ҷӯшоӣ,جوش‌ائی
ҷӯшондашуда,جوشانده‌شده
ҷӯяҷӯя,جویه‌جویه
ҷӯяк,جو‌یک
ҷӯякдор,جو‌یکدار
ҷӯякӣ,جو‌یکی
ҷанибат,جنی‌بت
ҷеранд,ج‌یرن
ҷузвдон,جزئ‌دان
ҷузвдон,جزو‌دان
ҷунбонидан,جنبانی‌دن
ҷунбонидан,جنبان‌دن
ҷӯлонидан,جولانی‌دن
ҷӯлонидан,جو‌لاندن
ҷӯлоҳа,جو‌لاهه
ҷӯшонидан,جوشانی‌دن
ҷиран,ج‌یرن
ҷиранд,ج‌یرن
ҷирингас,جرن‌گاس
ҷирингас,جرن‌گس
ҷирингос,جرن‌گاس
ҷирингос,جرن‌گس
ҷогоӣ,جا‌گاهی
ҷогоҳӣ,جا‌گاهی
ҷубн,ج‌بون
ҷубун,ج‌بون
ҷузвбанд,جزئ‌بند
ҷузвбанд,جزو‌بند
ҷузъбанд,جزو‌بند
ҷузвгир,جزئ‌گیر
ҷузвгир,جزو‌گیر
ҷузъгир,جزئ‌گیر
ҷузъгир,جزو‌گیر
ҷӯгак,جو‌کک
ҷӯгак,جو‌گک
ҷӯкак,جو‌کک
ҷӯкак,جو‌گک
ҷӯя,جو‌یک
ҷӯя,جو‌یه
ҷӯяк,جو‌یه
шаб,شب
шаба,شبه
шабак,شبک
шабака,شبکه
шабакия,شبکیه
шабакӣ,شبکی
шабаҳ,شبح
шабаҳ,شبه
шабгаҳ,شبگه
шабехун,شبیخون
шабеҳ,شبیه
шабзиндадор,شبزندهدار
шабика,شبیکه
шабина,شبینه
шабистон,شبستان
шабнам,شبنم
шабобат,شبابت
шабона,شبانه
шабонгоҳӣ,شبانگاهی
шабонрӯз,شبانروز
шабоҳанг,شباهنگ
шабоҳангом,شباهنگام
шабоҳат,شباهت
шав,شو
шаввас,ّشوس
шавӣ,شوی
шавкарон,شوکران
шавкат,شوکت
шавқ,شوق
шавла,شوله
шавниз,شونیز
шавнӣ,شونی
шавомих,شوامخ
шавореъ,شوارع
шавр,شور
шавуой,شووآی
шавҳар,شوهر
шавҳардор,شوهردار
шавҳардорӣ,شوهرداری
шаго,شگا
шагол,شگال
шағ,شغ
шаға,شغه
шағаб,شغب
шағабнок,شغبناک
шағал,شغل
шағаф,شغف
шағба,شغبه
шағо,شغا
шағол,شغال
шадда,ّشده
шадда,شدّه
шадид,شدید
шадида,شدیده
шадоид,شدائد
шаён,شیان
шаётин,شیاطین
шаир,شعیر
шай,شئ
шайб,شیب
шайба,شیبه
шайд,شید
шайдо,شیدا
шайдоӣ,شیدایی
шайлам,شیلم
шайн,شین
шайпур,شیپور
шайпурзан,شیپورزن
шайпурӣ,شیپوری
шайпурчӣ,شیپورچی
шайтанат,شیطنت
шайтон,شیطان
шайтонӣ,شیطانی
шайтонтеригӣ,شیطانتیریگی
шайх,شیخ
шайхӣ,شیخی
шайхухат,شیخوخت
шайъ,شئ
шайъӣ,شیئی
шакк,شک
шакар,شکر
шакарак,شکرک
шакардор,شکردار
шакарин,شکرین
шакаринлаъл,شکرینلعل
шакаристон,شکرستان
шакарӣ,شکری
шакароб,شکراب
шакарпора,شکرپاره
шакаррез,شکرریز
шакаррезӣ,شکرریزی
шакарханд,شکرخند
шакидан,شکیدن
шаккар,رّشک
шаккаршикан,شکرشکن
шаккок,اکّشک
шаккокӣ,اکیّشک
шаккокона,اکانهّشک
шакл,شکل
шаққ,شق
шақалдоқ,شقلداق
шақиқа,شقیقه
шақӣ,شقی
шаққа,هّشق
шақо,شقا
шақоват,شقاوت
шақоиқ,شقائق
шақоқул,شقاقل
шал,شل
шалақ,شلق
шалвор,شلوار
шалғам,شلغم
шалғамбаркаш,شلغمبرکش
шалғамӣ,شلغمی
шалғамча,شلغمچه
шалдарос,شلدراس
шалдаршалдар,شلدرشلدر
шалил,شلیل
шалӣ,شلی
шаллоқ,شلاق
шаллоқӣ,شلاقی
шалола,شلاله
шалтақ,شلتق
шалтоқ,شلتاق
шалтӯк,شلتوک
шалҳа,شلهه
шамм,شم
шама,شمه
шамад,شمد
шамак,شمک
шаман,شمن
шамар,شمر
шамидан,شمیدن
шамила,شمیله
шамим,شمیم
шамима,شمیمه
шамл,شمل
шамоил,شمایل
шамол,شمال
шамома,شمامه
шамонидан,شمانیدن
шампун,شمپون
шамс,شمس
шамса,شمسه
шамсия,شمسیه
шамсӣ,شمسی
шамхол,شمخال
шамшер,شمشیر
шамшербоз,شمشیرباز
шамшербозӣ,شمشیربازی
шамшерзанӣ,شمشیرزنی
шамшод,شمشاد
шамъ,شمع
шамъдон,شمعدان
шанбе,شنبه
шанг,شنگ
шангарф,شنگرف
шангӣ,شنگی
шангул,شنگول
шанд,شند
шанеъ,شنیع
шаноат,شناعت
шантаж,شنتژ
шапалоқ,شپلاق
шапидан,شپیدن
шарр,شر
шара,شره
шараққос,اسّشرق
шараққосзанӣ,اسزنیّشرق
шараққосӣ,اسیّشرق
шаранг,شرنگ
шарангез,شرنگیز
шарар,شرر
шарарангез,شررانگیز
шарарфишон,شررفشان
шараф,شرف
шарафёб,شرفیاب
шарафёбӣ,شرفیابی
шарафот,شرفات
шарбат,شربت
шарбатдор,شربتدار
шарбатхона,شربتخانه
шараён,شریان
шараёнӣ,شریانی
шарза,شرزه
шариат,شریعت
шариатмадор,شریعتمدار
шаридан,شریدن
шарик,شریک
шарикӣ,شریکی
шарир,شریر
шарирона,شریرانه
шариф,شریف
шарқ,شرق
шарқӣ,شرقی
шарм,شرم
шарманда,شرمنده
шармандагӣ,شرمندگی
шармгин,شرمگین
шармгоҳ,شرمگاه
шармзада,شرمزده
шармин,شرمین
шармсор,شرمسار
шармсорӣ,شرمساری
шароб,شراب
шаробзада,شرابزده
шаробзадагӣ,شرابزدگی
шаробӣ,شرابی
шароин,شراین
шароит,شرائط
шарокат,شراکت
шарокатӣ,شراکتی
шарор,شرار
шарора,شراره
шарорат,شرارت
шарофат,شرافت
шарофатманд,شرافتمند
шарофатмандӣ,شرافتمندی
шарофатмандона,شرافتمندانه
шарр,ّشر
шаррақӣ,قیّشر
шаррос,اسّشر
шарросӣ,اسیّشر
шарт,شرط
шартакигӯӣ,شرتکیگویی
шартакигӯй,شرتکیگوی
шартӣ,شرطی
шартӣ,شرتی
шартномавӣ,شرطناموی
шартномапазир,شرطنامهپذیر
шарфа,شرفه
шарҳ,شرح
шаршар,شرشر
шаршара,شرشره
шаръ,شرع
шаръан,شرعا
шаръӣ,شرعی
шаст,شست
шастгир,شستگیر
шастум,شصتم
шастумин,شصتمین
шатт,شط
шатак,شتک
шатал,شتل
шатан,شطن
шатм,شتم
шатр,شطر
шатранҷ,شطرنج
шатранҷӣ,شطرنجی
шатта,هّشت
шаттоҳ,احّشط
шатун,شتون
шатҳ,شطح
шафақ,شفق
шафақӣ,شفقی
шафат,شفت
шафеъ,شفیع
шафиқ,شفیق
шафира,شفیره
шафоат,شفاعت
шафра,شفره
шафтолу,شفتالو
шаффоф,افّشف
шаффофият,افیتّشف
шаффофӣ,افیّشف
шафша,شفشه
шафшоҳанг,شفشاهنگ
шах,شخ
шахдам,شخدم
шахӣ,شخی
шахкамонӣ,شختکمانی
шахнавард,شخنورد
шахор,شخار
шахс,شخص
шахсан,شخضا
шахсият,شخضیت
шахсӣ,شخصی
шахулидан,شخولیدن
шахча,شخچه
шахш,شخش
шахшавӣ,شخشوی
шахшидан,شخشیدن
шахшудамонда,شخشدهمانده
шаҳ,شه
шаҳавот,شهوات
шаҳаншоҳ,شهنشاه
шаҳбоз,شهباز
шаҳбол,شهبال
шаҳват,شهوت
шаҳватронӣ,شهوترانی
шаҳвонӣ,شهوانی
шаҳвор,شهوار
шаҳд,شهد
шаҳддор,شهددار
шаҳдӣ,شهدی
шаҳзода,شهزاده
шаҳид,شهید
шаҳиқ,شهیق
шаҳин,شهین
шаҳир,شهیر
шаҳӣ,شهی
шаҳқа,شهقه
шаҳло,شهلا
шаҳм,شهم
шаҳна,شهنه
шаҳнагӣ,شهنگی
шаҳнай,شهنی
шаҳноз,شهناز
шаҳной,شهنای
шаҳоб,شهاب
шаҳодат,شهادت
шаҳомат,شهامت
шаҳр,شهر
шаҳрак,شهرک
шаҳрбанд,شهربند
шаҳрванд,شهروند
шаҳрвандӣ,شهروندی
шаҳрдор,شهردار
шаҳрдорӣ,شهرداری
шаҳривар,شهریور
шаҳриёр,شهریار
шаҳриёрӣ,شهریاری
шаҳристон,شهرستان
шаҳристонӣ,شهرستانی
шаҳрӣ,شهری
шаҳрсозӣ,شهرسازی
шаҳсавор,شهسوار
шаҳтут,شهتوت
шаҷан,شجن
шаҷар,شجر
шаҷара,شجره
шаҷарӣ,شجری
шаҷарнома,شجرنامه
шаҷир,شجیر
шаҷом,شجام
шаш,شش
шашафзол,ششافزال
шашбалла,هّششبل
шашбурҷа,ششبرجه
шашӣ,ششی
шашка,ششکه
шашмақомдон,ششمقامدان
шашмақомхон,ششمقامجوان
шашошёнадор,ششآشیانهدار
шашпанҷзан,ششپنجزن
шашрукна,ششرکنه
шашсад,ششصد
шаъб,شعب
шаъбада,شعبده
шаъбон,شعبان
шаър,شعر
шаърбоф,شعرباف
шаъшаа,شعشعه
шаъшаадор,شعشعهدار
шаъшаапош,شعشعهپاش
шаъшаапошӣ,شعشعهپاشی
шеб,شیب
шеба,شیبه
шебдор,شیبدار
шебо,شیبا
шева,شیوه
шеван,شیون
шеванд,شیوند
шево,شیوا
шевоӣ,شیوایی
шед,شید
шелон,شیلان
шерак,شیرک
шерафкан,شیرافکن
шеравжан,شیراوژن
шервон,شیروان
шервонӣ,شیروانی
шердил,شیردل
шердор,شیردار
шерӣ,شیری
шермард,شیرمرد
шермардӣ,شیرمردی
шероза,شیرازه
шерозӣ,شیرازی
шерпанҷа,شیرپنجه
шертан,شیرتن
шеф,شیف
шефӣ,شیفی
шефта,شیفته
шефтагӣ,شیفتگی
шеҳа,شیهه
шеър,شعر
шеърбоф,شعرباف
шеърбофӣ,شعربافی
шеърёдкунӣ,شعریادکنی
шеърӣ,شعری
шеърхонӣ,شعرخوانی
шиа,شیعه
шибар,شبر
шибит,شبت
шибоғӣ,شباغی
шибр,شبر
шивар,شور
шивоқ,شواق
шигарф,شگرف
шигарфӣ,شگرفی
шигифт,شگفت
шигифтан,شگفتن
шигифтӣ,شگفتی
шигоф,شگاف
шигофидан,شگافیدن
шигофтан,شگافتن
шигуфа,شگوفه
шигуфонидан,شگوفانیدن
шигуфтан,شگفتن
шиғ,شغ
шиғғас,سّشغ
шиғел,شغیل
шиғовул,شغاول
шиён,شیان
шиз,شیز
шикам,شکم
шикамба,شکمبه
шикамғафс,شکمغفس
шикамӣ,شکمی
шикамча,شکمچه
шикан,شکن
шиканҷ,شکنج
шиканҷа,شکنجه
шикара,شکره
шикаст,شکست
шикаста,شکسته
шикастагӣ,شکستگی
шикастан,شکستن
шикастапой,یشکستهپا
шиква,شکوه
шикеб,شکیب
шикебо,شکیبا
шикебоӣ,شکیبائی
шикебонидан,شکیبانیدن
шикол,شکال
шикор,شکار
шикоргоҳ,شکارگاه
шикорӣ,شکاری
шикорчӣ,شکارچی
шикоф,شکاف
шикофа,شکافه
шикофӣ,شکافی
шикофтан,شکافتن
шикоят,شکایت
шикоятӣ,شکایتی
шикоятомезона,شکایتآمیزانه
шикух,شکوخ
шикухидан,شکوخیدن
шикӯҳ,شکوه
шиққ,ّشق
шиқиррос,اسّشقر
шиқоқ,شقاق
шил,شل
шилдироба,شلدرآبه
шилдирос,شلدراس
шилдиросзанӣ,شلدراسزنی
шилдиросзанон,شلدراسزنان
шилим,شلم
шилқ,شلق
шилқин,شلقین
шиллик,شلیک
шиллинг,شیلنگ
шилм,شلم
шилмак,شلمک
шилпуқ,شلپق
шилта,شلته
шилтиқ,شلتق
шилтоқ,شلتاق
шилха,شلخه
шилхашӯрбо,شلخهشوربا
шилҳа,شلهه
шилшиладор,شلشلهدار
шилшилапо,شلشلهپا
шим,شیم
шимол,شمال
шимолӣ,شمالی
шимшор,شمشار
шин,ش
шинак,شینک
шинакнишин,شینکنشین
шинаксоз,شینکساز
шинаксозӣ,شینکسازی
шинам,شینم
шингарф,شنگرف
шингил,شنگل
шинел,شنیل
шинелпӯш,شنیلپوش
шино,شنا
шиновар,شناور
шиноварӣ,شناوری
шинор,شنار
шинос,شناس
шиноснома,شناسنامه
шиносо,شناسا
шиносоӣ,شناسائی
шинохт,شناخت
шинохта,شناخته
шинохтан,شناختن
шиор,شعار
шиорпартоӣ,شعارپرتائی
шипелидан,شپیلیدن
шипиррос,اسّشپر
шиппӣ,شپی
шир,شیر
шира,شیره
шираворпаз,شیرهوارپز
шираворпазӣ,شیرهوارپزی
шираворфурӯш,شیرهوارفروش
шираворфурӯшӣ,شیرهوارفروشی
шираворхона,شیرهوارخانه
ширбаҳо,شیربها
ширбоз,شیرباز
ширвонӣ,شیروانی
ширдеҳ,شیرده
ширдиҳӣ,شیردهی
ширдон,شیردان
ширдор,شیردار
ширдӯш,شیردوش
ширеш,شریش
ширешкоса,شیریشکاسه
ширешпаз,شریشپز
ширин,شیرین
ширинадоӣ,شیرینادائی
ширинӣ,شیرینی
ширӣ,شیری
ширк,شرک
ширкат,شرکت
ширмол,شیرمال
широз,شیراز
широк,شراک
широъ,شرائ
ширрос,شیراس
ширхишт,شیرخشت
ширхора,شیرخواره
ширхӯрагӣ,شیرخورگی
ширшир,شرشر
ширъат,شرعت
шистан,شستن
шитиррос,اسّشتر
шито,شتائ
шито,شتا
шитоб,شتاب
шитобзадагӣ,شتابزدگی
шитобон,شتابان
шитофтан,شتافتن
шитта,هّشت
шифербарорӣ,شیفیربراری
шиферпӯш,شیفیرپوش
шиферфурӯш,شیفیرفروش
шиферфурӯшӣ,شیفیرفروشی
шифо,شفا
шифобахш,شفابخش
шифобахшӣ,شفابخشی
шифон,شفان
шифохона,شفاخانه
шифоҳан,شفاها
шифоҳӣ,شفاهی
шифр,شیفر
шифт,شفت
шихор,شخار
шиҳ,شیه
шиҳа,شیهه
шиҳак,شیهک
шиҳоб,شهاب
шиҳобӣ,شهابی
шиша,شیشه
шишагӣ,شیشگی
шишак,شیشک
шишатозакунак,شیشهتازهکنک
шишт,ششت
шиштухез,ششتوخیز
шишум,شیشم
шлагбаум,شلگبئم
шланг,شلنگ
шобб,شاب
шобоз,شاباز
шобош,شاباش
шовинистӣ,شاونیستی
шогирд,شاگرد
шогирдӣ,شاگردی
шогирдпешаӣ,شاگردپیشهای
шод,شاد
шодарвон,شادروان
шодбаҳр,شادبهر
шодгуна,شادگونه
шоддил,شاددل
шодӣ,شادی
шодком,شادکام
шодкомӣ,شادکامی
шодмон,شادمان
шодмонӣ,شادمانی
шодоб,شاداب
шодон,شادان
шодурвон,شادروان
шоеа,شایعه
шоеъ,شایع
шоён,شایان
шоиба,شائبه
шоиқ,شائق
шоир,شاعر
шоира,شاعره
шоирӣ,شاعری
шоирона,شاعرانه
шоиста,شایسته
шоистагӣ,شایستگی
шоистан,شایستن
шойвард,شایورد
шойгон,شایگان
шокир,شاکر
шокӣ,شاکی
шокор,شاکار
шоққ,شاق
шоққа,شاقه
шоқул,شاقول
шоқулӣ,شاقولی
шол,شال
шолвор,شالوار
шолизор,شالیزار
шоликор,شالیکار
шоликорӣ,شالیکاری
шоликӯбак,شالیکوبک
шоликӯбӣ,شالیکوبی
шолипахол,شالیپخال
шолӣ,شالی
шолуда,شالوده
шолча,شالچه
шом,شام
шомгоҳ,شامگاه
шомил,شامل
шомих,شامخ
шомӣ,شامی
шон,شان
шона,شانه
шонагӣ,شانگی
шонапартоӣ,شانهپرتائی
шонздаҳ,شانزده
шонздаҳум,شانزدهم
шонздаҳумин,شانزدهمین
шонӣ,شانی
шопул,شاپول
шор,شار
шора,شاره
шорак,شارک
шорбун,شاربون
шореҳ,شارح
шореъ,شارع
шориб,شارب
шоридан,شاریدن
шориқ,شارق
шориқа,شارقه
шористон,شارستان
шоро,شارا
шорон,شاران
шорондан,شاراندن
шорсон,شارسان
шот,شات
шотара,شاتره
шотир,شاطر
шоту,شاتو
шоу,شاو
шоф,شاف
шофеӣ,شافعی
шофеъ,شافع
шофӣ,شافی
шофмӯйлаб,شافمویلب
шох,شاخ
шоха,شاخه
шохак,شاخک
шохдор,شاخدار
шохис,شاخص
шоҳидӣ,شاهدی
шоҳиқ,شاهق
шоҳин,شاهین
шоҳӣ,شاهی
шоҳкор,شاهکار
шоҳкосачашм,شاهکاسهچشم
шоҳмотбоз,شاهماتباز
шоҳнай,شاهنی
шоҳнишин,شاهنشین
шоҳона,شاهانه
шоҳпар,شاهپر
шоҳраг,شاهرگ
шоҳроҳ,شاهراه
шоҳрӯд,شاهرود
шоҳсим,شاهسیم
шоҳсипарғам,شاهسپرغم
шоҳҷода,شاهجاده
шоша,شاشه
шошадон,شاشهدان
шошбанд,شاشبند
шошидан,شاشیدن
шояд,شاید
шоям,شایم
шпал,شپل
шпат,شپت
штат,شتت
штатӣ,شتتی
шуаб,شعب
шуаро,شعرا
шубон,شبان
шубонӣ,شبانی
шубҳа,شبهه
шувот,شوات
шуг,شگ
шугун,شگون
шугуфтан,شگفتن
шуғ,شغ
шуға,شغه
шуғл,شغل
шуғнӣ,شغنی
шуғнонӣ,شغنانی
шудан,شدن
шуданӣ,شدنی
шудгоркунӣ,شدگارکنی
шудгорпулӣ,شدگارپولی
шудгоршуда,شدگارشده
шуйӯъ,شیوع
шук,شک
шукр,شکر
шукргузор,شکرگذار
шукргузорӣ,شکرگذاری
шукрия,شکریه
шукрон,شکران
шукрона,شکرانه
шукуфа,شکوفه
шукуфо,شکوفا
шукуфон,شکوفان
шукуфонидан,شکوفانیدن
шукуфонӣ,شکوفانی
шукуфт,شکفت
шукуфта,شکفته
шукуфтан,شکفتن
шукуфтахӯй,یشکفتهخو
шукӯҳ,شکوه
шукӯҳманд,شکوهمند
шукӯҳмандӣ,شکوهمندی
шуққа,شقه
шулғут,شلغوت
шуллук,وکّشل
шуллукдон,شلوکدان
шулон,شولان
шулха,شلخه
шулхахӯр,شلخهخور
шум,شوم
шумат,شمت
шумӣ,شومی
шумо,شما
шумор,شمار
шумора,شماره
шумориш,شمارش
шумул,شمول
шумур,شمر
шумурдан,شمردن
шумурда,شمرده
шунаванда,شنونده
шунавидан,شنویدن
шунаво,شنوا
шунавоӣ,شنوایی
шунавонидан,شنوانیدن
шунаҳ,شنه
шунид,شنید
шунидан,شنیدن
шуниданӣ,شنیدنی
шуниз,شنیز
шунуфтанӣ,شنفتنی
шуоъ,شعاع
шупушк,شپشک
шурако,شرکا
шурафо,شرفا
шурб,شرب
шуррут,وتّشر
шурта,شرطه
шуруқ,شروق
шурур,شرور
шурут,شروط
шуруф,شرف
шурӯҳ,شروح
шурӯъ,شروع
шурфа,شرفه
шуста,شسته
шустан,شستن
шутулум,شتلم
шутур,شتر
шутуракӣ,شترکی
шутурбон,شتربان
шутурбонӣ,شتربانی
шутурдил,شتردل
шутурдор,شتردار
шутурмурғ,شترمرغ
шутурсаворӣ,شترسواری
шутурхона,شترخانه
шуубия,شعوبیه
шуур,شعور
шух,شوخ
шухм,شخم
шухча,شخچه
шуҳадо,شهدا
шуҳуд,شهود
шуҷоат,شجاعت
шуҷоъ,شجاع
шуш,شش
шуша,ششه
шуюъ,شیوع
шӯёндан,شویاندن
шӯла,شوله
шӯр,شور
шӯра,شوره
шӯравӣ,شوروی
шӯрак,شورک
шӯрангез,شورانگیز
шӯрангезӣ,شورانگیزی
шӯрафкан,شورافگن
шӯрбахтӣ,شوربختی
шӯрида,شوریده
шӯридагӣ,شوریدگی
шӯридан,شوریدن
шӯристон,شرستان
шӯриш,شورش
шӯришгар,شورشگر
шӯришгарӣ,شورشگری
шӯрӣ,شوری
шӯро,شورا
шӯроб,شوراب
шӯх,شوخ
шӯхиомезона,شوخیآمیزانه
шӯхӣ,شوخی
шӯхрӯй,شوخروی
шӯхчашмона,شوخچشمانه
шӯҳра,شهره
шӯҳрат,شهرت
шӯҳратҷӯй,یشهرتجو
шӯша,شوشه
шӯшабандӣ,شوشهبندی
шӯъба,شعبه
шӯъбада,شعبده
шӯъла,شعله
шӯълаафкан,شعلهافگن
шӯълавар,شعلهور
шӯълазой,یشلهزا
шӯъларӯй,یشعلهرو
шӯянда,شوینده
шафақат,شفقت
шафқат,شفقت
шишам,شیشم
шаст,شصت
шинонидан,شناندن
шиносонидан,شناسانیدن
шиносонидан,شناساندن
шодбошӣ,شادباشی
шодбошӣ,شادباش
шодикафак,شادیکفک
шоидан,شاییدن
шоидан,شائیدن
шабонгаҳ,شبانگاه
шабонгаҳ,شبانگه
шабонгоҳ,شبانگاه
шабонгоҳ,شبانگه
шабуш,شپش
шабуш,شبش
шапуш,شپش
шапуш,شبش
шағавул,شغاول
шағавул,شغول
шиғовул,شغول
шақилдоқ,شقلاق
шақилдоқ,شقلداق
шақиллоқ,شقلاق
шақиллоқ,شقلداق
шаҳпар,شاهپر
шаън,شان
шаън,شان
шон,شان
шима,شیمت
шима,شیمه
шимат,شیمت
шимат,شیمه
шин,شینه
шин,شین
шина,شینه
шина,شین
ширхор,شیرخواره
ширхор,شیرخوار
ширхора,شیرخوار
шофер,شافیار
шофёр,شافیار
шош,شاشه
шош,شاش
шоша,شاش
штанг,شتنگه
штанга,شتنگه
шӯ,شوی
шӯ,شو
шӯй,شوی
шӯй,شو
широъ,شرا
шаҳпар,شهپر
шоҳпар,شهپر
шавқангез,شوق‌انگیز
шавқоварӣ,شوق‌آوری
шаклан,شکلا
шақаррос,ّ‌شقراس
шақаршақар,شقر‌شقر
шалҳадор,شلهه‌دار
шармдор,شرم‌دار
шаробшинос,شراب‌شناس
шартномабандӣ,نامه‌بندی
шафшаф,شف‌شف
шаҳватпараст,شهوت‌پرست
шашафзор,شش‌افزار
шерозадӯзӣ,شیرازه‌دوزی
шибиршибир,شبر‌شبر
шикоятомез,شکایت‌آمیز
шинухез,شین‌وخیز
ширешпазӣ,شریش‌پزی
шифодиҳанда,شفا‌دهنده
шифркушоӣ,شیفر‌کشای
шишабурӣ,شیشه‌بری
шишасоз,شیشه‌ساز
шишасозӣ,شیشه‌سازی
шишташишта,ششته‌ششته
шиштухезӣ,ششت‌وخیزی
шонадон,شانه‌دان
шофбурут,شاف‌بروت
шоҳномахон,شاهنامهخوان
шубҳадор,شبهه‌دار
шубҳанокӣ,شبهه‌ناکی
шӯрабум,شوده‌بوم
шӯрадор,شوره‌دار
шӯразада,شوره‌زده
шӯразор,شوره‌زار
шӯхиомез,شوخی‌آمیز
шӯълафикан,شعله‌فکن
шабагун,شب‌گون
шабакадор,شبکه‌دار
шабакадорӣ,شبکه‌داری
шабангӣ,شب‌نگی
шабафрӯз,شب‌افروز
шабафрӯзӣ,شب‌افروزی
шабаҳмонанд,شبح‌مانند
шабаҳранг,شب‌هرنگ
шабаъ,شب‌ع
шаббедорӣ,شب‌بیداری
шаббода,شب‌باده
шаббӯй,یش‌ببو
шабгард,شب‌گرد
шабгардӣ,شب‌گردی
шабгир,شب‌گیر
шабгиргоҳ,شبگیر‌گاه
шабгирӣ,شب‌گیری
шабгоҳ,شب‌گاه
